"id","member_id","funded_amnt","term_m","int_rate","installment","emp_length","annual_inc","dti","revol_util"
"369630",385659,2000,36,0.08,62.68,0,50000,10.51,0.14
"369673",385732,15000,36,0.1284,504.27,6,182500,20.69,0.794
"369683",385752,1200,36,0.1158,39.62,3,55000,24.37,0.769
"369713",385363,8600,36,0.1126,282.63,15,50000,2.88,0.087
"369724",385838,12000,36,0.1347,407.08,15,315000,10.05,0.67
"369785",385953,4800,36,0.1411,164.3,2,89004,10.64,0.795
"369809",385995,15000,36,0.1537,522.7,3,45000,5.84,0.881
"369835",386044,11000,36,0.1221,366.47,1,72960,14.97,0.171
"369880",386125,14000,36,0.1189,464.3,4,84240,10.33,0.326
"369882",386142,14000,36,0.1158,462.19,0,55000,13.99,0.395
"369883",386146,15000,36,0.0963,481.42,15,150000,8.44,0.313
"369898",386186,10000,36,0.0932,319.47,1,99996,3.83,0.132
"369909",386211,8000,36,0.1095,261.71,3,40000,7.68,0.252
"369965",386334,7300,36,0.08,228.76,1,53600,11.08,0.143
"369966",386341,11900,36,0.1442,409.16,6,233004,8.32,0.912
"369968",378297,4000,36,0.1505,138.77,2,56500,12.7,0.991
"369981",386357,15000,36,0.1158,495.21,15,72000,13.27,0.424
"370042",386491,15000,36,0.1632,529.71,9,150000,6.55,0.937
"370055",386522,9600,36,0.1126,315.49,15,66000,18.31,0.465
"370084",386563,4950,36,0.1221,164.91,1,22000,22.8,0.46
"370141",386685,14000,36,0.0751,435.54,15,58000,10.26,0.154
"370212",386846,15000,36,0.1221,499.73,15,69996,6.58,0.348
"370213",386848,2000,36,0.1158,66.03,1,28500,16.17,0.405
"370224",386870,14075,36,0.1474,486.11,5,70404,11.42,0.214
"370251",386921,9200,36,0.0932,293.91,1,66500,8.35,0.046
"370261",386852,4650,36,0.0932,148.56,2,31970,8.48,0.003
"370285",386975,15000,36,0.1411,513.44,9,91000,16.8,0.91
"370302",387039,12000,36,0.1284,403.42,1,46000,19.57,0.874
"370308",387027,2500,36,0.0768,77.98,1,32000,0.38,0.01
"370326",387072,9000,36,0.0963,288.85,1,110000,18.41,0.064
"370339",387115,8000,36,0.1189,265.32,2,60000,17.24,0.464
"370340",387111,5600,36,0.1253,187.42,0,50000,14.42,0.429
"370342",387102,12400,36,0.1126,407.51,5,165000,10.01,0.384
"370346",387116,10000,36,0.1126,328.64,1,62000,4.49,0.277
"370423",387286,11500,36,0.1253,384.87,3,45996,15.91,0.602
"370435",387263,8000,36,0.1095,261.71,2,75000,23.25,0.558
"370457",387330,7200,36,0.1253,240.96,2,54600,9.12,0.445
"370458",387332,15000,36,0.1347,508.84,0,63000,12.93,0.97
"370518",387451,7500,36,0.1505,260.19,3,87500,9.08,0.937
"370565",387533,4000,36,0.1095,130.86,7,50000,22.46,0.687
"370610",387620,7000,36,0.1357,237.78,15,63000,19.2,0.724
"370631",387653,8500,36,0.1253,284.47,0,43000,9.27,0.187
"370657",387702,12600,36,0.1126,414.08,0,42504,18.15,0.398
"370694",384432,1400,36,0.0932,44.73,0,11000,24.98,0.634
"370696",387768,10000,36,0.0963,320.95,15,70000,6.31,0.467
"370729",387811,12000,36,0.1316,405.25,0,64000,7.97,0.76
"370791",387860,15000,36,0.1158,495.21,5,96000,0.13,0.003
"370801",387934,15000,36,0.1126,492.95,3,175000,3.31,0.652
"370852",388014,8000,36,0.1284,268.95,3,50000,18.6,0.653
"370854",387660,5000,36,0.0768,155.96,1,94000,15.29,0.062
"370866",387172,15000,36,0.1422,514.27,15,60000,3.48,0.944
"370869",388079,7500,36,0.1505,260.19,7,51063,15.06,0.848
"370875",388091,6500,36,0.0963,208.62,4,39996,9.18,0.142
"370883",388096,3000,36,0.1189,99.5,1,37000,20.63,0.545
"370889",388110,3000,36,0.0932,95.85,1,54000,6.6,0.289
"370893",388118,9000,36,0.1505,312.23,15,95000,17.72,0.935
"370940",385019,15000,36,0.1316,506.56,4,76000,21.9,0.513
"370941",388211,2500,36,0.1158,82.54,1,95800,4.81,0.774
"370957",388254,6000,36,0.0963,192.57,2,62000,6.35,0.329
"370963",382507,3000,36,0.0963,96.29,4,30500,14.4,0.054
"371011",388337,10000,36,0.0963,320.95,15,90000,3.27,0.157
"371015",388341,3800,36,0.1253,127.18,15,60000,20.14,0.717
"371025",388352,8000,36,0.1158,264.11,3,30992,6.89,0.551
"371029",388365,6000,36,0.0768,187.15,15,65004,8.4,0.11
"371082",388486,4800,36,0.1347,162.83,15,1e+05,21.8,0.964
"371112",388541,8000,36,0.1411,273.84,2,54996,12.59,0.752
"371172",388581,15000,36,0.1253,502,1,128500,16.16,0.878
"371182",388630,8950,36,0.1189,296.82,2,70000,21.24,0.7
"371299",388977,5000,36,0.0932,159.74,3,30000,14.16,0.065
"371341",384265,15000,36,0.1474,518.06,15,65004,22.1,0.667
"371347",389080,15000,36,0.1442,515.74,8,70000,13.7,0.89
"371358",389095,12000,36,0.1189,397.97,0,38000,19.64,0.535
"371408",389218,5000,36,0.1379,170.38,0,45000,6,NA
"371441",389089,1875,36,0.08,58.76,15,50000,19.06,0.458
"371444",389308,10000,36,0.1347,339.23,2,130000,13.85,0.909
"371505",389431,12000,36,0.1316,405.25,0,34000,19.55,0.761
"371525",389460,15000,36,0.1505,520.37,15,95000,17.72,0.845
"371564",373082,10000,36,0.1442,343.83,4,36000,22.43,0.592
"371568",389558,10000,36,0.1126,328.64,15,70596,11.61,0.387
"371589",389583,4200,36,0.1158,138.66,15,32000,22.09,0.814
"371615",389646,9000,36,0.0963,288.85,1,43000,7,0.306
"371681",389800,15000,36,0.1221,499.73,5,77000,14.96,0.794
"371685",389813,8000,36,0.0932,255.58,1,36000,10.73,0.277
"371700",389844,10000,36,0.1505,346.92,2,40000,20.64,0.375
"371702",389848,15000,36,0.1316,506.56,5,150000,4.06,0.021
"371710",389863,5100,36,0.1189,169.14,6,28000,16.11,0.521
"371726",389913,8400,36,0.1253,281.12,0,81000,1.85,0.327
"371775",390009,3200,36,0.08,100.28,1,43000,8.6,0.32
"371779",387513,10000,36,0.1411,342.29,4,45000,14.45,0.57
"371793",390046,5600,36,0.1379,190.83,0,45000,9.07,0.978
"371801",390064,12000,36,0.1189,397.97,3,40000,14.88,0.562
"371814",390093,10000,36,0.0932,319.47,6,60000,1.78,0.04
"371815",390098,7500,36,0.1095,245.36,9,37000,14.72,0.038
"371823",390101,4500,36,0.1474,155.42,6,50000,13.94,0.932
"371841",390144,15000,36,0.0963,481.42,15,70000,12.19,0.165
"371879",390210,15000,36,0.1379,511.14,15,47380,9.17,0.856
"371908",390269,1600,36,0.1221,53.31,1,69000,18.14,0.443
"371909",390272,15000,36,0.1095,490.71,15,105000,8.14,0.258
"371935",390311,15000,36,0.1442,515.74,4,69000,14.26,0.478
"371943",390333,12000,36,0.1411,410.75,0,80000,7.21,0.372
"371976",390403,1000,36,0.1474,34.54,0,10000,1.2,0.097
"371993",390433,10000,36,0.1221,333.15,2,60000,11.42,0.331
"371996",390440,3600,36,0.1221,119.94,1,60000,10.56,0.301
"372049",390532,4200,36,0.0932,134.18,6,36895.02,8.52,0.575
"372093",390624,5500,36,0.0963,176.52,1,42230.04,15.63,0.367
"372096",390612,2500,36,0.1158,82.54,7,120000,14.51,0.912
"372131",390689,9000,36,0.1221,299.84,4,75000,1.81,0.318
"372144",390712,10000,36,0.0963,320.95,15,60000,11.24,0.338
"372193",390781,8350,36,0.1189,276.92,7,111000,1.92,0.074
"372211",390832,6000,36,0.1379,204.46,0,26500,5.34,0.125
"372239",356115,4550,36,0.1284,152.97,9,29976,21.18,0.643
"372267",390939,10000,36,0.1158,330.14,4,140000,8.32,0.42
"372327",385795,7500,36,0.1379,255.57,3,56000,4.18,0.378
"372330",377020,10000,36,0.1126,328.64,15,390000,15.68,0.085
"372378",391141,5000,36,0.1347,169.62,1,24996,12.15,0.086
"372401",391195,7000,36,0.0963,224.66,15,93240,14.05,0.396
"372416",391212,15000,36,0.1347,508.84,2,56000,13.61,0.526
"372419",391221,13000,36,0.1347,441,8,80000,21.11,0.878
"372465",381851,6000,36,0.1442,206.3,15,1e+05,13.57,0.804
"372469",391344,4000,36,0.1379,136.31,1,33280,15.47,0.882
"372505",391420,1600,36,0.1379,54.53,4,55000,14.68,0.735
"372510",391414,12000,36,0.0932,383.37,0,143150,4.69,0.05
"372540",391015,15000,36,0.1253,502,1,124800,15.83,0.634
"372591",391594,15000,36,0.1537,522.7,8,135000,18.12,0.814
"372592",391600,15000,36,0.1189,497.46,8,80004,17.64,0.307
"372595",391610,6000,36,0.1316,202.63,6,89004,7.4,0.074
"372600",391599,15000,36,0.1095,490.71,15,110000,1.07,0.183
"372610",391633,6500,36,0.1411,222.49,0,35000,21.15,0.349
"372621",391646,5750,36,0.08,180.19,1,70000,2.59,0.024
"372668",391731,5000,36,0.1411,171.15,4,159996,6.84,0.985
"372718",391845,15000,36,0.0963,481.42,0,30000,4.08,0.053
"372733",391870,10000,36,0.0932,319.47,3,120000,5.93,0.362
"372736",391866,6000,36,0.1221,199.89,1,40000,20.43,0.638
"372766",391935,14000,36,0.1221,466.41,15,55992,14.38,0.378
"372777",387928,10500,36,0.1126,345.07,1,62100,3.61,0.312
"372778",391952,2400,36,0.1442,82.52,0,25000,12.38,0.601
"372817",392043,15000,36,0.1158,495.21,1,1e+05,22.37,0.62
"372825",392055,3700,36,0.08,115.95,8,27996,7.84,0.087
"372839",392099,15000,36,0.1158,495.21,7,69000,21.86,0.25
"372872",392123,8400,36,0.1126,276.06,3,36100,1.4,0.147
"372874",392179,5650,36,0.1347,191.67,15,67200,6.18,0.472
"372941",392323,5000,36,0.1632,176.57,3,22000,8.67,0.716
"372947",392343,5000,36,0.1218,166.5,1,53500,17.64,0.379
"372953",392327,15000,36,0.1505,520.37,15,55000,16.95,0.905
"372976",392414,8000,36,0.1379,272.61,3,78000,3.29,0.587
"372999",392463,15000,36,0.0963,481.42,7,104000,9.63,0.093
"373006",392486,15000,36,0.1189,497.46,15,88268,7.34,0.458
"373048",392573,15000,36,0.1189,497.46,15,69996,18.28,0.581
"373052",392582,15000,36,0.0963,481.42,0,39000,11.57,0.097
"373081",392643,15000,36,0.1158,495.21,0,1e+05,23.7,0.659
"373090",392679,14125,36,0.1474,487.84,0,30000,11.24,0.943
"373125",392762,6000,36,0.0932,191.69,15,50004,5.28,0.26
"373183",392879,10000,36,0.0932,319.47,0,110000,10.29,0.343
"373213",393018,12000,36,0.1316,405.25,2,85000,12.01,NA
"373255",392766,15000,36,0.1632,529.71,1,90000,9.77,0.903
"373257",393108,10000,36,0.1411,342.29,3,25000,13.73,0.724
"373258",393110,4000,36,0.0932,127.79,0,75852,13.72,0.013
"373272",387964,15000,36,0.1347,508.84,15,46394,13.76,0.941
"373291",393179,5000,36,0.1347,169.62,3,65000,12.48,0.423
"373326",383029,7000,36,0.1253,234.27,1,41000,2.46,0.474
"373375",393348,7500,36,0.1537,261.35,0,60000,17.5,0.766
"373376",393343,5000,36,0.1095,163.57,3,25000,12.48,0.181
"373384",393363,9000,36,0.1253,301.2,0,47840,20.59,0.893
"373398",393389,7500,36,0.1442,257.87,1,45000,15.92,0.219
"373422",393433,5000,36,0.1284,168.09,5,33000,17.67,0.515
"373461",393510,15000,36,0.1158,495.21,3,103000,20.26,0.299
"373485",393566,2000,36,0.0768,62.39,9,48000,13.6,0.115
"373486",393569,6000,36,0.0963,192.57,0,50740,7.43,0.376
"373494",393580,7200,36,0.1411,246.45,6,35004,6.99,0.62
"373502",393602,8500,36,0.1411,290.95,6,21996,10.15,0.899
"373540",391270,15000,36,0.1189,497.46,0,60000,12.42,0.405
"373547",393679,10000,36,0.0963,320.95,4,76800,0,0
"373560",393709,7200,36,0.0963,231.08,2,68000,19.11,0.669
"373593",393784,6000,36,0.08,188.02,6,26500,12.14,0.055
"373603",393797,2400,36,0.1221,79.96,0,23000,9.5,0.252
"373630",393876,6500,36,0.1568,227.51,2,57996,15.87,0.851
"373637",393892,6000,36,0.1474,207.23,4,32001,12.45,0.449
"373647",393910,2400,36,0.1347,81.42,0,30988.62,5.11,0.54
"373650",393915,4000,36,0.1505,138.77,2,45200,7.67,0.945
"373654",393938,10000,36,0.1663,354.7,0,85000,15.61,0.936
"373699",394017,7500,36,0.16,263.68,0,50000,22.13,0.462
"373715",394068,15000,36,0.1316,506.56,15,51036,21.44,0.741
"373770",394173,12000,36,0.1379,408.91,3,107004,4.58,0.302
"373772",394169,15000,36,0.1189,497.46,1,1e+05,2.3,0.084
"373834",394294,4500,36,0.1442,154.73,4,34500,7.58,0.441
"373842",394312,8000,36,0.1347,271.39,5,51000,4.35,0.228
"373874",394388,6600,36,0.08,206.82,1,41000,10.74,0.504
"373880",394399,8000,36,0.1253,267.74,9,70000,20.67,0.464
"373881",394401,5000,36,0.0768,155.96,1,40308,5.78,0.072
"373930",385203,15000,36,0.1284,504.27,5,116000,8.1,0.535
"373952",394526,5800,36,0.1316,195.87,1,53000,5.52,0.745
"373954",365990,4200,36,0.0932,134.18,0,75000,3.33,0.134
"373971",394558,10000,36,0.1095,327.14,4,95000,5.68,0.574
"373972",394566,9600,36,0.1442,330.08,4,83964,11.46,0.202
"373982",394029,15000,36,0.1158,495.21,1,75333,9.81,0.014
"373984",394583,9000,36,0.1126,295.77,0,84996,7.45,0.343
"373986",394586,15000,36,0.1568,525.03,5,120000,19.87,0.964
"373988",394594,15000,36,0.0963,481.42,2,55000,16.56,0.311
"373994",394612,7200,36,0.1284,242.05,0,32004,19.16,0.429
"374005",392395,8000,36,0.16,281.26,1,40000,23.13,0.854
"374102",394889,15000,36,0.1442,515.74,3,110000,6.33,0.203
"374120",394933,8000,36,0.1411,273.84,2,37000,16.96,0.565
"374129",388348,15000,36,0.1095,490.71,0,80000,2.77,0.209
"374151",395017,8875,36,0.1568,310.64,0,29124,19.53,0.995
"374171",395054,6000,36,0.1158,198.09,0,38000,23.08,0.864
"374229",395163,15000,36,0.1347,508.84,7,135000,12.18,0.689
"374247",395199,15000,36,0.1695,534.41,4,65004,22.85,0.985
"374254",390470,15000,36,0.1442,515.74,7,100896,11.22,0.686
"374259",387938,11000,36,0.1253,368.13,15,93000,19.35,0.833
"374295",395286,9000,36,0.0963,288.85,4,70000,8.45,0.308
"374309",395324,15000,36,0.1347,508.84,15,69996,11.73,0.434
"374325",395347,4200,36,0.1537,146.36,0,35000,6,0.569
"374360",395416,5000,36,0.1379,170.38,15,75000,20.86,0.229
"374401",395500,10000,36,0.0932,319.47,4,50000,0.36,0.005
"374403",395518,6000,36,0.1347,203.54,15,75000,4.75,0.662
"374445",395604,10000,36,0.1411,342.29,15,48000,15,0.571
"374462",395637,5000,36,0.1095,163.57,3,50000,6.38,0.18
"374466",395643,15000,36,0.1537,522.7,5,123000,6.52,0.726
"374471",395649,6575,36,0.08,206.04,2,45000,13.28,0.271
"374480",394928,15000,36,0.1126,492.95,1,56000,7.16,0.543
"374485",395698,14000,36,0.1726,500.98,2,135000,9.33,0.966
"374502",395732,3000,36,0.1253,100.4,0,25000,3.65,0.104
"374536",395814,15000,36,0.1411,513.44,2,60000,14.02,0.522
"374547",395823,10000,36,0.1505,346.92,3,68000,13.96,0.252
"374566",395852,10000,36,0.1442,343.83,1,60000,11.26,0.578
"374637",396030,10000,36,0.1379,340.76,1,48000,4.95,0.149
"374658",396056,1800,36,0.08,56.41,15,156326,0.18,0.075
"374666",396089,7200,36,0.0963,231.08,1,51150,12.53,0.089
"374672",396087,12000,36,0.1253,401.6,0,50000,11.88,0.417
"374720",395619,7000,36,0.08,219.36,3,96713.32,11.79,0.038
"374765",396307,9000,36,0.1253,301.2,3,50000,15.41,0.315
"374812",396363,18000,36,0.1189,596.96,15,70000,11.23,0.695
"374827",396394,19000,36,0.1347,644.53,15,123000,4.64,0.075
"374884",396514,6000,36,0.0963,192.57,0,65000,0.28,0.165
"374940",376947,15000,36,0.1189,497.46,15,150000,6.78,0.542
"375042",396812,10000,36,0.1537,348.47,3,39996,20.16,0.787
"375066",396870,18000,36,0.1253,602.4,15,72204,11.37,0.402
"375077",396883,15000,36,0.1189,497.46,3,73500,4.05,0.029
"375086",396909,10500,36,0.1316,354.59,5,55008,7,0.634
"375143",397032,5000,36,0.0768,155.96,0,105000,14.09,0.058
"375149",397042,6000,36,0.1411,205.38,8,40000,19.67,0.566
"375174",397100,4000,36,0.08,125.35,9,90000,8.97,0.31
"375187",397151,3000,36,0.1221,99.95,1,28320,6.44,0.723
"375216",397219,5000,36,0.1316,168.86,1,28968,23.12,0.943
"375241",397276,12000,36,0.1316,405.25,8,81000,20.5,0.785
"375266",397324,1200,36,0.1189,39.8,0,18000,14.07,0.028
"375272",397336,20000,36,0.1442,687.66,7,96000,7.09,0.703
"375276",397348,6000,36,0.16,210.95,4,22884,18.62,0.71
"375282",397359,4500,36,0.08,141.02,4,20004,13.74,0.04
"375287",397329,14000,36,0.1316,472.79,0,52000,7.13,0.462
"375297",397385,10800,36,0.1442,371.34,3,34000,6.78,0.155
"375321",397421,19000,36,0.1568,665.03,15,56136,22.25,0.95
"375368",397222,13000,36,0.0963,417.23,15,45000,8.16,0.003
"375369",397517,10000,36,0.1253,334.67,1,30000,17.76,0.036
"375396",397565,10000,36,0.1221,333.15,15,82650,1.42,0.184
"375429",397638,4500,36,0.1411,154.03,8,29496,18.1,0.565
"375457",397698,16000,36,0.1632,565.02,4,65000,20.22,0.962
"375466",397712,6000,36,0.1347,203.54,6,21996,7.31,0.734
"375510",397802,8000,36,0.1695,285.02,2,249000,8.46,0.965
"375517",397821,3000,36,0.1284,100.86,0,64992,4.89,0.316
"375522",397045,14000,36,0.1379,477.06,9,87000,17.26,0.876
"375535",397864,9000,36,0.1284,302.57,2,45000,9.68,0.042
"375538",397865,16000,36,0.1442,550.13,8,86004,4.35,0.253
"375576",397391,9500,36,0.1474,328.1,2,46574,19.81,0.67
"375618",398020,19400,36,0.1853,706.5,5,60000,13.88,0
"375709",398181,15000,36,0.1632,529.71,15,71000,17.44,0.862
"375744",398257,1500,36,0.1189,49.75,0,27996,5.62,0.016
"375748",398265,10800,36,0.1221,359.81,3,83000,12.68,0.518
"375763",398287,25000,36,0.1253,836.66,3,227500,7.9,0.16
"375771",398313,12000,36,0.0963,385.14,15,210000,13.14,0.283
"375782",398328,4000,36,0.1221,133.26,1,45000,19.81,0.613
"375804",398358,5500,36,0.1316,185.74,1,24900,23.52,0.868
"375897",398541,7200,36,0.1474,248.67,0,19000,15.47,0.471
"375929",398612,18000,36,0.0963,577.7,6,38244,4.05,0.428
"375937",398631,15000,36,0.1347,508.84,8,95004,11.89,0.683
"375981",398714,4800,36,0.1695,171.01,3,15000,9.36,0.846
"375998",398751,14000,36,0.1442,481.36,1,125000,13.27,0.331
"376010",398767,5000,36,0.1347,169.62,1,82000,15.2,0.633
"376019",398780,7000,36,0.1316,236.4,1,33996,18.85,0.082
"376036",391136,12000,36,0.1284,403.42,1,75000,22.45,0.329
"376044",398817,8000,36,0.1253,267.73,1,47004,9.32,0.425
"376056",396930,8000,36,0.1537,278.77,5,75000,10.03,0.222
"376088",398883,14000,36,0.1379,477.06,7,50000,3.7,0.63
"376101",398904,15000,36,0.1568,525.03,1,30000,2.68,0.271
"376138",398982,3600,36,0.0737,111.77,15,62004,3.5,0.195
"376147",385528,10000,36,0.1379,340.76,1,55000,19.83,0.29
"376175",379193,15000,36,0.1379,511.14,2,79000,3.08,0.175
"376184",399067,21000,36,0.1284,705.98,2,68000,18.09,0.498
"376209",399054,15000,36,0.0963,481.42,3,120000,2.93,0.117
"376211",399091,13000,36,0.1189,431.14,15,56030,20.11,0.644
"376227",399125,8400,36,0.1379,286.24,8,90000,15.05,0.703
"376249",399172,7000,36,0.0932,223.63,2,50000,7.8,0.338
"376257",399200,20000,36,0.1348,678.49,3,114400,14.67,0.592
"376278",399230,2400,36,0.0963,77.03,1,23000,2.14,0.135
"376295",399262,20000,36,0.1474,690.74,0,75000,0.32,0.141
"376314",399307,10000,36,0.0932,319.47,15,42000,24.37,0.241
"376318",399301,6800,36,0.1284,228.61,1,53000,11.59,0.705
"376408",399454,8000,36,0.1505,277.53,2,41000,10.62,0.825
"376420",399509,25000,36,0.1284,840.45,15,70000,3.02,0.045
"376430",399494,6000,36,0.0963,192.57,0,31200,22.46,0.283
"376478",399615,10000,36,0.16,351.58,3,112000,17.94,0.38
"376484",399633,4500,36,0.1695,160.33,2,51000,5.65,0.962
"376485",398827,3600,36,0.08,112.81,1,35000,9.74,0.415
"376486",399637,9000,36,0.1316,303.94,2,34000,21.46,0.558
"376490",399649,4000,36,0.08,125.35,6,57000,12.21,0.319
"376508",399676,2725,36,0.1189,90.38,4,18200,10.55,0.516
"376534",399636,5000,36,0.1284,168.09,2,36225,11.59,0.309
"376539",399754,15000,36,0.1568,525.03,4,85008,22.16,0.595
"376549",399768,10000,36,0.0963,320.95,0,29760,7.38,0.091
"376588",399824,15000,36,0.1189,497.46,2,70000,6.19,0.431
"376621",399903,12000,36,0.1568,420.02,3,125004,10.54,0.873
"376658",399964,11200,36,0.1392,382.34,5,33280,18.07,0.884
"376664",399887,3500,36,0.0737,108.66,9,65000,7.68,0.077
"376737",400062,3600,36,0.0963,115.54,6,32000,15.11,0.415
"376827",400410,10000,36,0.1379,340.76,6,60000,15.14,0.642
"376845",400439,4000,36,0.1347,135.7,0,60000,17.86,0.317
"376894",400544,11400,36,0.1253,381.52,1,50000,14.5,0.48
"376902",400561,15000,36,0.1442,515.74,2,57500,21.54,0.434
"376936",400644,15000,36,0.1442,515.74,15,105000,15.61,0.347
"376969",400709,15000,36,0.0963,481.42,8,190000,9.64,0.175
"376994",400765,2000,36,0.1537,69.7,15,63996,15.45,0.963
"377005",400781,15000,36,0.1379,511.14,4,45000,6.72,0.296
"377020",400811,6000,36,0.1253,200.8,2,24000,11.85,0.255
"377021",400813,5400,36,0.1347,183.19,4,28584,18.18,0.663
"377027",400824,6400,36,0.1411,219.07,4,45000,16.05,0.905
"377077",386480,15000,36,0.1568,525.03,3,55700,22.3,0.883
"377081",400907,4500,36,0.1253,150.6,7,64500,22.47,0.905
"377094",400946,15000,36,0.16,527.36,5,62000,7.39,0.5
"377100",400961,5000,36,0.0963,160.48,8,34000,0.39,0.062
"377112",400975,15000,36,0.1505,520.37,4,80000,11.38,0.904
"377119",400990,4500,36,0.1284,151.29,15,40000,1.95,0.03
"377127",401004,8125,36,0.1442,279.36,0,12000,0,0
"377195",401160,5000,36,0.1537,174.24,3,45000,7.55,0.806
"377281",401317,6000,36,0.0963,192.57,4,50000,9.1,0.156
"377294",401287,7000,36,0.08,219.36,9,130000,3.78,0.247
"377311",401359,10000,36,0.08,313.37,8,84000,2.63,0.104
"377314",401376,6000,36,0.1442,206.3,2,21600,18.39,0.856
"377316",401377,6000,36,0.1411,205.38,1,35004,16.76,0.226
"377346",401437,7500,36,0.1311,253.09,3,31875,15.47,0.548
"377365",401473,10000,36,0.0963,320.95,4,78996,19.9,0.829
"377376",401484,5000,36,0.1695,178.14,5,110000,14.95,NA
"377380",401499,12000,36,0.1347,407.08,8,57780,17.74,0.832
"377426",401559,12000,36,0.0963,385.14,1,85000,22.11,0.165
"377437",401596,14000,36,0.1531,487.42,7,65000,23.13,0.974
"377472",401666,6000,36,0.0963,192.57,3,3e+05,5.74,0.142
"377485",401686,1600,36,0.0932,51.12,2,31000,19.21,0.101
"377498",401717,10000,36,0.1411,342.29,3,54996,16.52,0.734
"377657",401956,14400,36,0.16,506.27,2,34000,14.86,0.537
"377687",360670,4000,36,0.1287,134.54,1,21300,10.08,0.59
"377732",402074,15000,36,0.0963,481.42,9,110000,5.65,0.165
"377771",402179,2200,36,0.0963,70.61,2,42000,21.77,0.38
"377773",402168,15000,36,0.1284,504.27,6,70400,11.42,0.737
"377775",402189,7425,36,0.1347,251.88,1,26300,12.68,0.747
"377780",402199,5375,36,0.1347,182.34,1,26000,23.68,0.851
"377788",402223,10000,36,0.1284,336.18,3,50000,17.26,0.425
"377886",402355,4800,36,0.1379,163.57,1,49000,2.45,0.679
"377926",402439,6000,36,0.08,188.02,5,25000,12.62,0.171
"378036",402702,6000,36,0.08,188.02,1,44000,16.96,0.093
"378049",402736,6500,36,0.1189,215.57,6,21000,8.57,0.536
"378064",402765,4500,36,0.1316,151.97,15,12000,11.5,0.24
"378150",402873,10000,36,0.0932,319.47,2,48000,20.07,0.774
"378181",403024,6000,36,0.0768,187.15,9,91200,1.29,0.105
"378198",403058,12800,36,0.1411,438.13,0,90600,20.33,0.918
"378205",403074,5500,36,0.08,172.35,2,30000,0.8,0.01
"378230",403124,4000,36,0.1189,132.66,2,29536,5.81,0.009
"378236",403139,2500,36,0.1189,82.91,0,21996,17.13,0.444
"378241",403145,15000,36,0.1189,497.46,2,156000,5.2,0.078
"378253",403167,14400,36,0.1505,499.56,1,42500,7,0.81
"378259",403174,5000,36,0.1347,169.62,0,54996,8.66,0.562
"378323",403318,5500,36,0.1189,182.41,6,40000,19.54,0.061
"378331",403336,6200,36,0.1411,212.22,2,26000,12.97,0.401
"378334",403344,15000,36,0.1474,518.06,1,87000,23.49,0.001
"378348",403376,10000,36,0.0963,320.95,2,70000,4.08,0.11
"378379",403440,15000,36,0.1442,515.74,1,93000,15.81,0.89
"378397",403467,3000,36,0.1221,99.95,15,25596,8.25,0.028
"378406",403484,5000,36,0.1635,176.65,5,83100,7.52,0.607
"378418",403520,5000,36,0.1189,165.82,1,39996,7.14,0.572
"378466",403721,3350,36,0.0963,107.52,4,77300,7.3,0.561
"378475",403744,6150,36,0.1221,204.89,0,29400,22.2,0.535
"378481",403756,12000,36,0.1189,397.97,3,40000,21.36,0.659
"378490",403294,3000,36,0.179,108.3,8,145000,19.97,0.513
"378533",403869,15000,36,0.1663,532.05,8,59950,11.15,0.938
"378548",403902,11650,36,0.1347,395.2,1,57996,13.28,0.457
"378564",403943,15000,36,0.1347,508.84,2,139008,6.76,0
"378665",404120,7500,36,0.1221,249.87,15,57996,1.41,0.238
"378701",404203,3500,36,0.1316,118.2,8,48000,19.6,0.507
"378722",404241,7500,36,0.1505,260.19,2,34404,17.51,0.958
"378735",404263,11200,36,0.1379,381.65,15,72800,18.82,0.435
"378776",401254,11050,36,0.1474,381.64,0,63000,15.47,0.747
"378781",404344,10000,36,0.1189,331.64,6,68496,18.83,0.449
"378804",391387,13000,36,0.1632,459.08,2,50500,17.23,0.393
"378816",404409,12000,36,0.1379,408.91,6,63996,24.7,0.721
"378851",404535,10000,36,0.1474,345.37,2,73524,7.59,0.815
"378855",398529,15000,36,0.1505,520.37,15,81800,11.71,0.969
"378869",404595,15000,36,0.1253,502,9,141000,3.03,0.049
"378890",404635,8000,36,0.1284,268.95,15,155867,8.21,0.783
"378902",404661,13000,36,0.1347,441,1,51996,12.44,0.754
"378905",404665,6400,36,0.1347,217.11,2,48000,20.32,0.389
"378910",404668,7200,36,0.0963,231.08,1,45000,6.8,0.311
"378929",404697,13475,36,0.1568,471.65,9,39481,18.08,0.921
"378960",402847,6500,36,0.1189,215.57,1,40000,23.88,0.212
"379014",404926,5000,36,0.1189,165.82,2,55992,2.23,0.432
"379025",404949,15000,36,0.0963,481.42,0,57552,16.97,0.054
"379027",404547,9000,36,0.08,282.03,0,130000,17.15,0.303
"379049",405018,3000,36,0.1189,99.5,2,24996,19.06,0.26
"379125",404994,10000,36,0.08,313.37,15,55000,9.6,0.053
"379135",405222,4000,36,0.1505,138.77,2,24396,22.48,0.67
"379136",405212,7200,36,0.0963,231.08,4,40000,20.07,0.683
"379159",405270,8500,36,0.1253,284.47,2,40000,4.47,0.566
"379227",404139,7800,36,0.1189,258.68,5,48000,9.63,0.235
"379234",405362,8500,36,0.1505,294.88,4,36000,18.57,0.721
